'2020-09-17', '1.1.3', 'Bike 24:00 @ 5, 10, 15, 20 Max 0:07', 'Cyborg', 'Polarisation', 'AirDyne', '12.1km', '0:24:00', '0:00:00', '336'
'2021-03-26', '7.1.3', 'Bike 45:00', 'Devour', 'Endurance', 'BikeErg', '22.2km', '0:45:00', '0:00:00', '723'
'2021-03-27', '7.1.4', '4x4:00/2:00r', 'Devour', 'Intervals', 'Rower', '4.3km', '0:16:00', '0:08:00', '309'
'2021-03-30', '7.1.5', '12x0:15+0:15/0:30r TT+2', 'Devour', 'Devour', 'Rower', '4.6km', '0:19:30', '0:06:00', '295'
'2021-04-02', '7.2.1', '5x1:00+1:00/0:30r TT', 'Devour', 'Devour', 'Rower', '4.0km', '0:15:00', '0:02:30', '290'
'2021-04-03', '7.2.3', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '20.1km', '0:40:00', '0:00:00', '544'
'2021-04-04', '7.2.2', '10x2:00/1:00r', 'Devour', 'Intervals', 'Rower', '5.5km', '0:20:00', '0:10:00', '403'
'2021-04-05', '7.2.5', '6x2:30/1:30+20%', 'Devour', 'Flux', 'AirDyne', '13.0km', '0:24:00', '0:00:00', '352'
'2021-04-07', '7.2.4', '12x0:20+0:20/0:20r TT+2', 'Devour', 'Devour', 'Rower', '4.8km', '0:26:00', '0:04:00', '483'
'2021-04-08', '7.3.1', 'Bike 30:00 @ 6, 12, 18, 24 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '15.1km', '0:30:00', '0:00:00', '417'
'2021-04-09', '7.3.2', '4x2:00+2:00/1:00r TT+1', 'Devour', 'Devour', 'Rower', '5.3km', '0:20:00', '0:04:00', '381'
'2021-04-10', '7.3.3', 'Bike 45:00', 'Devour', 'Endurance', 'BikeErg', '21.9km', '0:45:00', '0:00:00', '707'
'2021-04-13', '7.3.4', '6x3:00/1:00r', 'Devour', 'Intervals', 'Rower', '4.8km', '0:18:00', '0:06:00', '355'
'2021-04-14', '7.3.5', '8x0:30+0:30/0:30r TT+1', 'Devour', 'Devour', 'Rower', '4.8km', '0:18:00', '0:04:00', '345'
'2021-04-15', '7.4.5', '12x1:30/0:30+25%', 'Devour', 'Flux', 'AirDyne', '12.9km', '0:24:00', '0:00:00', '349'
'2021-04-16', '7.4.1', '6x0:30+0:30/0:15r TT', 'Devour', 'Devour', 'Rower', '2.8km', '0:10:30', '0:01:30', '198'
'2021-04-17', '7.4.3', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Endurance', 'AirDyne', '20.1km', '0:40:00', '0:00:00', '555'
'2021-04-18', '7.4.2', '8x2:30/0:30r', 'Devour', 'Intervals', 'Rower', '5.3km', '0:20:00', '0:04:00', '368'
'2021-04-21', '7.4.4', '8x0:15+0:15/0:15r TT+1', 'Devour', 'Devour', 'Rower', '2.5km', '0:09:05', '0:02:00', '181'
'2021-04-22', '8.1.1', 'Bike 30:00 @ 6, 12, 18, 24 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '15km', '0:30:00', '0:00:00', '413'
'2021-04-23', '8.1.2', '10x0:15+0:15/1:00r TT+2', 'Devour', 'Devour', 'Rower', '3.8km', '0:13:50', '0:10:00', '282'
'2021-04-24', '8.1.3', 'Bike 45:00', 'Devour', 'Endurance', 'AirDyne', '22.6km', '0:45:00', '0:00:00', '619'
'2021-04-26', '8.1.4', '4x4:00/2:00r', 'Devour', 'Intervals', 'BikeErg', '8.4km', '0:16:00', '0:08:00', '293'
'2021-04-27', '8.1.5', '6x1:00+1:00/1:00r TT-2+1', 'Devour', 'Ascending Devour', 'Rower', '5.3km', '0:21:00', '0:06:00', '381'
'2021-04-29', '8.2.3', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '20.0km', '0:40:00', '0:00:00', '554'
'2021-04-30', '8.2.1', '10x0:30+0:30/0:30r TT+1', 'Devour', 'Devour', 'Rower', '6.3km', '0:27:30', '0:05:00', '380'
'2021-05-01', '8.2.2', '10x2:00/1:00r', 'Devour', 'Intervals', 'Rower', '5.5km', '0:20:00', '0:10:00', '408'
'2021-05-02', '8.2.5', '8x2:30/0:30+33%', 'Devour', 'Flux', 'BikeErg', '12.0km', '0:24:00', '0:00:00', '401'
'2021-05-04', '8.2.4', '6x1:30+1:00/0:30r', 'Devour', 'Ascending Devour', 'Rower', '6.0km', '0:24:00', '0:03:00', '420'
'2021-05-05', '8.3.1', 'Bike 30:00 @ 6, 12, 18, 24 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '15.2km', '0:30:00', '0:00:00', '426'
'2021-05-06', '8.3.3', 'Bike 45:00', 'Devour', 'Endurance', 'AirDyne', '22.4km', '0:45:00', '0:00:00', '603'
'2021-05-07', '8.3.2', '4x2:00+2:00/2:00r TT+3', 'Devour', 'Devour', 'Rower', '5.1km', '0:20:00', '0:08:00', '379'
'2021-05-08', '8.3.4', '8x3:00/1:00r', 'Devour', 'Intervals', 'Rower', '6.4km', '0:24:00', '0:08:00', '451'
'2021-05-11', '8.3.5', '4x2:00+2:00/1:00r TT-2+1', 'Devour', 'Ascending Devour', 'Rower', '5.0km', '0:20:00', '0:04:00', '343'
'2021-05-12', '8.4.1', '5x1:15+1:00/0:45r TT+1', 'Devour', 'Devour', 'Rower', '4.2km', '0:16:15', '0:03:45', '294'
'2021-05-14', '8.4.5', '12x2:00/2:00+20%', 'Devour', 'Flux', 'AirDyne', '12.5km', '0:24:00', '0:00:00', '355'
'2021-05-18', '8.4.3', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '20.1km', '0:40:00', '0:00:00', '556'
'2021-05-19', '8.4.2', '18x0:45/0:15', 'Devour', 'Intervals', 'Rower', '3.7km', '0:13:30', '0:04:30', '274'
'2021-05-21', '8.4.4', '12x0:30+0:30/0:30r TT-4+1', 'Devour', 'Ascending Devour', 'Rower', '7.6km', '0:39:00', '0:06:00', '538'
'2021-05-22', '9.1.1', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '20.1km', '0:40:00', '0:00:00', '555'
'2021-05-23', '9.1.2', '5x1:00+1:00/1:00r TT+2', 'Devour', 'Ascending Devour', 'Rower', '4.0km', '0:15:00', '0:05:00', '291'
'2021-05-24', '9.1.3', 'Bike 45:00', 'Devour', 'Endurance', 'BikeErg', '22.1km', '0:45:00', '0:00:00', '720'
'2021-05-25', '9.1.4', '12x1:30/0:30r', 'Devour', 'Intervals', 'Rower', '4.9km', '0:18:00', '0:06:00', '354'
'2021-05-28', '9.1.5', '4x3:00/2:00r-0:30r TT+1; Max TT+1', 'Devour', 'Descending Devour', 'Rower', '3.1km', '0:12:00', '0:05:00', '0'
'2021-05-29', '9.2.2', '6x3:00/2:00r', 'Devour', 'Intervals', 'Rower', '5.0km', '0:18:00', '0:12:00', '366'
'2021-05-30', '9.2.1', '8x0:30+0:30/0:30r TT+3', 'Devour', 'Ascending Devour', 'Rower', '4.9km', '0:18:00', '0:04:00', '361'
'2021-05-31', '9.2.3', 'Bike 30:00 @ 6, 12, 18, 24 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '15.1km', '0:30:00', '0:00:00', '420'
'2021-06-02', '9.2.4', '3x4:00/3:00r-1:00r TT+2; Max TT+2', 'Devour', 'Descending Devour', 'Rower', '3.2km', '0:12:00', '0:06:00', '235'
'2021-06-04', '9.2.5', '16x0:30/0:30+20%', 'Devour', 'Flux', 'AirDyne', '8.3km', '0:16:00', '0:00:00', '239'
'2021-06-05', '9.3.3', 'Bike 35:00', 'Devour', 'Endurance', 'BikeErg', '17.2km', '0:35:00', '0:00:00', '555'
'2021-06-06', '9.3.4', '15x1:00/1:00r', 'Devour', 'Intervals', 'Rower', '4.5km', '0:15:00', '0:15:00', '372'
'2021-06-07', '9.3.1', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Devour', 'Polarisation', 'BikeErg', '20.0km', '0:40:00', '0:00:00', '656'
'2021-06-08', '9.3.2', '6x0:45+1:00/0:15r TT+1', 'Devour', 'Devour', 'Rower', '5.1km', '0:19:30', '0:01:30', '360'
'2021-06-10', '9.4.3', 'Bike 30:00 @ 6, 12, 18, 24 Max 0:07', 'Devour', 'Polarisation', 'AirDyne', '15.0km', '0:30:00', '0:00:00', '418'
'2021-06-12', '9.4.2', '10x1:45/0:15r', 'Devour', 'Intervals', 'Rower', '4.7km', '0:17:30', '0:02:30', '336'
'2021-06-15', '9.3.5', '6x2:00/1:30r-0:15r', 'Devour', 'Devour', 'Rower', '3.3km', '0:12:00', '0:05:15', '244'
'2021-06-16', '9.4.1', '12x0:15+0:15/0:30r', 'Devour', 'Devour', 'Rower', '5.3km', '0:19:35', '0:06:00', '382'
'2021-06-18', '9.4.5', '4x4:00/1:00+33%', 'Devour', 'Flux', 'AirDyne', '10.2km', '0:20:00', '0:00:00', '289'
'2021-06-21', '9.4.4', '3x1:30/1:30r-0:30r TT+4 then max TT+4', 'Devour', 'Devour', 'Rower', '2.2km', '0:07:59', '0:03:00', '93'
'2021-06-23', '10.1.4', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '22.3km', '0:45:00', '0:00:00', '601'
'2021-06-25', '10.1.1', '10:00 TT', 'Infinity', 'Time Trial', 'Rower', '2.8km', '0:10:00', '0:00:00', '205'
'2021-06-26', '10.1.3', '6x2:30/1:30+20%', 'Infinity', 'Flux', 'AirDyne', '12.4km', '0:24:00', '0:00:00', '355'
'2021-07-01', '10.1.2', '3x1:00+1:00/1:00r TT-1 then 3x3:00/0:45r-0:15r TT-1 then max TT-1', 'Infinity', 'Infinity', 'Rower', '1km', '0:04:05', '0:00:00', '77'
'2021-07-02', '10.2.3', '8x3:00/1:00r', 'Infinity', 'Intervals', 'Rower', '12.6km', '0:24:00', '0:08:00', '443'
'2021-07-03', '10.1.5', '6x0:30+0:30/0:30r TT-2 then 1x3:00/0:14r TT-2 then max TT-2', 'Infinity', 'Infinity', 'Rower', '5.5km', '0:21:00', '0:03:15', '243'
'2021-07-04', '10.2.2', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '22.3km', '0:45:00', '0:00:00', '600'
'2021-07-07', '10.2.1', '3x2:00+1:00/2:00r TT-1 then 2x4:00/1:00r-0:30r then max TT-1', 'Infinity', 'Infinity', 'Rower', '5.4km', '0:20:00', '0:07:30', '324'
'2021-07-08', '10.2.5', '??x0:30/0:30r - 9+1cals', 'Infinity', 'Ascending', 'Rower', '3.0km', '0:05:00', '0:05:00', '126'
'2021-07-10', '10.3.1', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Infinity', 'Polarisation', 'AirDyne', '20.4km', '0:40:00', '0:00:00', '579'
'2021-07-12', '10.2.4', '3x1:15+1:00/0:45r TT-2 then 2x3:15/0:30r-0:15r TT-2 then max TT-2', 'Infinity', 'Infinity', 'Rower', '4.3km', '0:16:22', '0:03:00', '241'
'2021-07-13', '10.3.4', 'Bike 45:00', 'Infinity', 'Endurance', 'BikeErg', '21.8km', '0:45:00', '0:00:00', '698'
'2021-07-14', '10.3.2', '3x1:00+1:00/3:00r TT+2 then 2x3:00/2:00r-1:00r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '4.0km', '0:14:03', '0:12:00', '264'
'2021-07-15', '10.3.3', '12x1:30/0:30+25%', 'Infinity', 'Flux', 'AirDyne', '12.5km', '0:24:00', '0:00:00', '367'
'2021-07-16', '10.4.2', 'Bike 45:00', 'Infinity', 'Endurance', 'BikeErg', '22.3km', '0:45:00', '0:00:00', '732'
'2021-07-17', '10.3.5', '6x0:15+0:15/0:30r TT-2 then 1x1:30/0:15r TT-2 then max TT-2', 'Infinity', 'Infinity', 'Rower', '9.0km', '0:16:50', '0:03:15', '316'
'2021-07-18', '10.4.1', '4x0:30+0:30/1:30r TT+2 then 2x3:30/1:00r-0:30r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '3.2km', '0:13:00', '0:07:45', '244'
'2021-07-20', '10.4.3', '18x0:45/0:45r', 'Infinity', 'Intervals', 'SkiErg', '3.6km', '0:13:30', '0:13:30', '240'
'2021-07-22', '10.4.5', '??x1:00/1:00r - 16cals+1cals', 'Infinity', 'Ascending', 'Rower', '4.0km', '0:14:00', '0:14:00', '317'
'2021-07-24', '11.1.1', 'Bike 40:00 @ 7, 14, 21, 28, 35 Max 0:07', 'Infinity', 'Polarisation', 'AirDyne', '20.0km', '0:40:00', '0:00:00', '565'
'2021-07-25', '10.4.4', '6x0:30+0:30/1:00r TT+1 then 3x3:00/1:00r-0:30r-0:15r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '5.0km', '0:22:30', '0:07:45', '294'
'2021-07-29', '11.1.2', '3x2:00+2:00/2:00r TT+2 then 2x6:00/1:00r-0:30r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '5.0km', '0:26:00', '0:07:30', '391'
'2021-08-01', '11.1.5', '4x4:00-1:00/1:00r TT+1 then 2x1:00/0:30r-0:15r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '3.9km', '0:14:00', '0:04:45', '296'
'2021-08-04', '11.2.1', '4x0:30+0:30/1:30r TT+2 then 3x2:00/1:00r-0:30r-0:15r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '4.2km', '0:18:30', '0:07:30', '321'
'2021-08-05', '11.1.3', '??x0:45/0:45r - 150+15m rower / 12+1cals bike', 'Infinity', 'Ascending', 'Rower', '1.7km', '0:06:00', '0:06:00', '128'
'2021-08-06', '11.1.4', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '22.5km', '0:45:00', '0:00:00', '614'
'2021-08-07', '12.2.1', '3x1:30+1:00/1:30r TT+2 then 3x3:30/1:30r-0:30r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '2.5km', '0:13:30', '0:07:30', '131'
'2021-08-08', '11.2.2', '10x0:30/1:00r - 3:00r - 6x1:30/0:30r', 'Infinity', 'Hybrid', 'Rower', '2.6km', '0:09:00', '0:03:00', '198'
'2021-08-09', '11.2.5', '2x2:00/1:00+10% then 2x2:00/1:00+15% then 2x2:00/1:00+20%', 'Infinity', 'Flux', 'AirDyne', '9.2km', '0:18:00', '0:00:00', '266'
'2021-08-11', '11.2.4', '4x2:30-0:30/0:45r TT+1 then 2x3:00/0:30r-0:15r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '4.0km', '0:15:45', '0:03:45', '293'
'2021-08-13', '11.2.3', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '23.0km', '0:45:00', '0:00:00', '651'
'2021-08-15', '11.3.2', '4x1:00+1:00/2:00r TT+2 then 2x4:00/1:00r-0:30r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '4.0km', '0:14:00', '0:09:30', '309'
'2021-08-17', '11.3.1', 'Bike 50:00 @ 9, 18, 27, 36, 45 max 0:07', 'Infinity', 'Polarisation', 'AirDyne', '25.3km', '0:50:00', '0:00:00', '703'
'2021-08-18', '11.3.3', '??x1:30/0:30r - 325+15m rower / 18+1cals bike', 'Infinity', 'Ascending', 'Rower', '8.0km', '0:31:30', '0:10:30', '545'
'2021-08-19', '11.3.4', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '23.0km', '0:45:00', '0:00:00', '645'
'2021-08-21', '11.3.5', '3x5:00-2:00/1:30r TT+2 then 3x1:00/1:00r-0:30r-0:15r then max TT+2', 'Infinity', 'Infinity', 'Rower', '3.7km', '0:13:00', '0:06:45', '291'
'2021-08-22', '11.4.2', '8x0:15/0:30r - 2:00r - 10x1:00/0:15r', 'Infinity', 'Hybrid', 'Rower', '3.6km', '0:12:40', '0:08:00', '273'
'2021-08-24', '11.4.5', '8x2:00/2:00+(1,2:5%; 3,4:10%; 5,6:15%; 7,8:20%)', 'Infinity', 'Flux', 'AirDyne', '16.5km', '0:32:00', '0:00:00', '472'
'2021-08-25', '11.4.4', '6x3:00-0:30/1:00r TT+1 then 2x0:30/0:30-0:15r', 'Infinity', 'Infinity', 'Rower', '3.8km', '0:13:30', '0:06:45', '292'
'2021-08-26', '11.4.3', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '22.8km', '0:45:00', '0:00:00', '632'
'2021-08-29', '12.1.1', 'Bike 45:00', 'Infinity', 'Endurance', 'AirDyne', '22.5km', '0:45:00', '0:00:00', '613'
'2021-08-30', '11.4.1', '3x3:00+1:00/1:00r TT+2 then 2x5:00/0:45r-0:30r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '3.0km', '0:16:01', '0:03:00', '154'
'2021-08-31', '12.1.3', '??x0:30/0:30r - row 100+5m / bike 8+1cals', 'Infinity', 'Ascending', 'BikeErg', '4.1km', '0:07:00', '0:07:00', '165'
'2021-09-01', '12.1.2', '3x4:00+1:00/1:00r TT+2 then 2x3:00/0:30r-0:15r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '4.7km', '0:22:00', '0:03:45', '358'
'2021-09-02', '12.1.4', 'Bike 32:00', 'Infinity', 'Endurance', 'AirDyne', '16.4km', '0:32:00', '0:00:00', '462'
'2021-09-04', '12.2.3', 'Bike 45:00', 'Infinity', 'Endurance', 'BikeErg', '22.1km', '0:45:00', '0:00:00', '719'
'2021-09-06', '12.1.5', '4x2:00+1:00/1:00r-0:15r TT+1 then 1x5:00/0:15r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '3.7km', '0:20:00', '0:02:45', '278'
'2021-09-07', '12.2.2', '10x0:45/0:45r then 3:00r then 6x2:00/0:30r', 'Infinity', 'Hybrid', 'Rower', '5.5km', '0:19:30', '0:12:45', '414'
'2021-09-09', '12.3.1', 'Bike 55:00 @ 9, 18, 27, 36, 45 max 0:07', 'Infinity', 'Polarisation', 'BikeErg', '27.4km', '0:55:00', '0:00:00', '907'
'2021-09-11', '12.3.4', 'Bike 45:00', 'Infinity', 'Endurance', 'BikeErg', '22.7km', '0:45:00', '0:00:00', '759'
'2021-09-12', '12.2.5', '8x2:00/2:00+(1,2:5%; 3,4:10%; 5,6:15%; 7,8:20%)', 'Infinity', 'Flux', 'AirDyne', '16.5km', '0:32:00', '0:00:00', '472'
'2021-09-14', '12.2.4', '4x1:00+1:00/3:00r-2:00r-1:00r-0:30r TT+3 then 1x4:00/0:15r TT+3 then max TT+3', 'Infinity', 'Infinity', 'Rower', '3.0km', '0:15:00', '0:06:45', '241'
'2021-09-15', '12.3.3', '??x1:00/0:30r 14+1cals', 'Infinity', 'Ascending', 'BikeErg', '3.6km', '0:13:00', '0:06:30', '259'
'2021-09-16', '12.4.3', 'Row 30:00', 'Infinity', 'Endurance', 'BikeErg', '7.6km', '0:30:00', '0:00:00', '513'
'2021-09-17', '12.3.2', '3x3:00+1:00/2:00r TT+1 then 2x5:00/1:00r-0:30r TT+1 then max TT+1', 'Infinity', 'Infinity', 'Rower', '4.3km', '0:21:19', '0:07:30', '237'
'2021-09-19', '12.4.5', '6x2:30/1:30+(1,3,5:+10%; 2,4,6:+20%)', 'Infinity', 'Flux', 'BikeErg', '12.1km', '0:24:03', '0:00:00', '405'
'2021-09-25', '12.3.5', '4x0:30+0:30/2:00r-0:30r TT+3 then 2x2:00/0:30r-0:15r TT+3 then max TT+3', 'Infinity', 'Infinity', 'Rower', '2.5km', '0:10:00', '0:05:45', '196'
'2021-09-25', '12.4.2', '3x0:30/1:30r then 2:00r then 10x1:30/0:30r', 'Infinity', 'Hybrid', 'Rower', '4.6km', '0:16:30', '0:07:30', '340'
'2021-09-26', '12.4.1', '4x1:15+1:00/0:45r TT+2 then 2x4:15/0:45r-0:15r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower', '3.9km', '0:20:30', '0:04:00', '297'
'2021-09-27', '12.4.4', '3x1:00+2:00/1:30r-0:30r TT+2 then 2x5:00/0:30r-0:15r TT+2 then max TT+2', 'Infinity', 'Infinity', 'Rower'
